m_million_key,m_opendb_key,m_flag,million_id,million_Artist,million_Track,million_Album,million_Track_Explicitness,million_Album_Year,million_Duration,opendb_id,opendb_Artist,opendb_Track,opendb_Album,opendb_Track_Explicitness,opendb_Album_Year,opendb_Duration
C2431,B31217,False,C2431,Pet Shop Boys,Always on My Mind,,,1998,234906,B31217,Dean Martin,Always in My Heart,A Star to Remember (Vol. 2),notExplicit,2022,165000
C14592,B31247,False,C14592,Akon,I'm So Paid,,,2008,266746,B31247,Kenny Vance,I'm So Happy,Looking for an Echo,notExplicit,1996,156000
C2924,B31270,False,C2924,Röyksopp,Follow My Ruin,,,2005,231880,B31270,Richard Youngs & Raül Refree,Follow My Sleep,All Hands Around the Moment,notExplicit,2019,503000
C23555,B31291,False,C23555,John Lee Hooker,I'm In The Mood,,,2015,161517,B31291,"Dave Dee, Dozy, Beaky, Mick & Tich",I'm On The Up,If Music Be The Food Of Love … Prepare For Indigestion,notExplicit,1966,143000
C34386,B31326,False,C34386,Krypteria,Out of Tears,,,2007,237053,B31326,Simon Gross,Out of Stardust,Earth (Avatar Vol.3),notExplicit,2021,128000
C14570,B31376,False,C14570,Big Sean,Bounce Back,,,2017,222360,B31376,Ben Webster,Bounce Blues,King Of The Tenors,notExplicit,1954,272000
C38155,B31493,False,C38155,Future Leaders of the World,Let Me Out,,,2004,243440,B31493,GORAE,Let Me Hug U,SHIRT X GORAE : Let Me Hug U,notExplicit,2023,151000
C47943,B31528,False,C47943,Wolfsheim,Following You,,,1992,298906,B31528,Labrinth,Following Tyler,Euphoria (Original Score from the HBO Series),notExplicit,2019,89000
C14372,B31531,False,C14372,Birdman,Always Strapped,,,2009,208293,B31531,Jazzy Coffee,Always Happy,Happy Morning Bossa,notExplicit,2022,312000
C40070,B31532,False,C40070,Throbbing Gristle,Vow of Silence,,,2007,422440,B31532,Billy Talent,Voices of Violence,Billy Talent,notExplicit,2003,191000
C30754,B31593,False,C30754,Mad Caddies,I'm So Alone,,,1997,250160,B31593,Peter Ivers,I'm Sorry Alice,Peter Ivers,notExplicit,2008,252000
C22414,B31731,False,C22414,Korn,Mass Hysteria,,,2013,244335,B31731,Sølv,Sunset Hysteria,London With My Mind In LA,notExplicit,2021,224000
C14592,B31734,False,C14592,Akon,I'm So Paid,,,2008,266746,B31734,Peter Rabbit Singers,I'm So Happy,Vintage Dance Tunes for Kids,notExplicit,2022,125000
C11447,B31747,False,C11447,Deafheaven,Please Remember,,,2013,386173,B31747,Petree,Let Me Remember,Weakness Makes You Beautiful,notExplicit,2010,355000
C30671,B31761,False,C30671,Marcia Griffiths,Feel Like Jumping,,,1992,213506,B31761,Johnny Paycheck,I Feel Like Crying,Honky Tonk Hits,notExplicit,2017,182000
C19778,B31782,False,C19778,Helloween,Follow the Sign,,,1987,107786,B31782,Kana Oike,Follow the feeling,NATURAL,notExplicit,2021,263000
C14803,B31794,False,C14803,J Dilla,So Far to Go,,,2006,338840,B31794,Eliane Elias,So Far So Close,So Far So Close,notExplicit,1989,350000
C9633,B31828,False,C9633,Lou Donaldson,Autumn Nocturne,,,2015,294479,B31828,Raphaël Guattari,Animal Nocturne,Animal Nocturne,notExplicit,2019,174000
C5709,B31834,False,C5709,James Vincent McMorrow,Higher Love,,,2012,214786,B31834,Chris Bushnell,Higher State,Higher State,notExplicit,2017,185000
C31328,B31895,False,C31328,Wax Tailor,Beyond Words,,,2007,61226,B31895,Sonoton Film Orchestra,Beyond Glory,Orchestral Rock,notExplicit,2011,124000
C48279,B31981,False,C48279,Benga,Go Tell Them,,,2008,246706,B31981,Benji Blue Bills,I Told Them,500k Degrees,Explicit,2024,198000
C39140,B32098,False,C39140,Kettel,Church,,,2008,232177,B32098,Samantha Crain,Churchill,Kid Face,notExplicit,2013,239000
C9653,B32155,False,C9653,Ella Fitzgerald,I Love Paris,,,2013,190013,B32155,Lasca Pedra,I Love Boobs,SHITTRAP GOURMET,Explicit,2024,136000
C37823,B32216,False,C37823,Nine Black Alps,Not Everyone,,,2005,204573,B32216,Beau Alten,I Love Everyone,I Love Everyone,notExplicit,2023,189000
C10567,B32232,False,C10567,Kiss,I Love It Loud,,,2008,256079,B32232,KISS,I Love It Loud [Live],Kiss - The Ritz On Fire - 1988 Live Radio Broadcast,notExplicit,2019,240000
C33671,B32252,False,C33671,Rascal Flatts,I Feel Bad,,,2006,198306,B32252,José Le Gall,I Feel Happy,Electro Swing Lady,notExplicit,2007,118000
C24632,B32261,False,C24632,Lenny Kravitz,Always on the Run,,,2012,233000,B32261,Nursery Rhymes Songs & Kids Music,Animals on the Bus,The Wheels On The Bus & More Sing A Long Nursery Rhymes,notExplicit,2023,140000
C6892,B32298,False,C6892,Chaka Khan,I Feel For You,,,2008,222480,B32298,Chaka Khan,I Feel For You (Live),Homecoming (Live),notExplicit,2020,203000
C11132,B32308,False,C11132,Enya,Fallen Embers,,,2000,148573,B32308,Mike Willion,Fallen Soldiers,Selective Hearing 2,notExplicit,2021,91000
C1952,B32388,False,C1952,Paramore,Brighter,,,2005,223280,B32388,K-Klass,Brighter Day,K2,notExplicit,1998,358000
C45961,B32426,False,C45961,The Specials,Stupid Marriage,,,1999,274413,B32426,Darren Hayes,Stupid Mistake,Secret Codes and Battleships,notExplicit,2011,279000
C17464,B32427,False,C17464,Tears for Fears,Mothers Talk,,,2000,300653,B32427,Hayden Calnin,Mothercall,Something/Anything,notExplicit,2022,399000
C15638,B32447,False,C15638,The Yardbirds,Got To Hurry,,,2001,156533,B32447,James Brown,Got to Cry,Try Me!,notExplicit,1959,156000
C4675,B32477,False,C4675,Elbow,Fallen Angel,,,2003,247933,B32477,Danny Vera,Fallen King,Pressure Makes Diamonds 1 - The Year of the Snake,notExplicit,2018,188000
C1187,B32510,False,C1187,Foster the People,Waste,,,2011,205493,B32510,World's First Cinema,Castle,Castle,notExplicit,2022,193000
C35953,B32524,False,C35953,Empyrium,The Yearning,,,1996,521240,B32524,Down to Nothing,Higher Learning,The Most,Explicit,2007,139000
C14194,B32543,False,C14194,Weezer,Simple Pages,,,2001,176693,B32543,Artistes variés,Simple passager,Quand le country dit bonjour...,notExplicit,2009,239000
C49408,B32548,False,C49408,Anoushka Shankar,Prayer in Passing,,,2005,381853,B32548,Melthodhaye Musical,Prayer On Retiring,Soutoro,notExplicit,2015,152000
C9653,B32559,False,C9653,Ella Fitzgerald,I Love Paris,,,2013,190013,B32559,Washboard Banjo Band,I Love Banjo,"Washboard Banjo Band, Jitka Vrbová a František Nedvěd",notExplicit,2018,252000
C26092,B32604,False,C26092,Cult of Luna,Eternal Kingdom,,,2008,401240,B32604,Without Waves,Animal Kingdom,Comedian,Explicit,2022,238000
C24860,B32633,False,C24860,Days of the New,Shelf In The Room,,,1997,283866,B32633,Daoud,Nobody In The Room,Nobody In The Room,notExplicit,2019,374000
C24631,B32659,False,C24631,Everclear,I Will Buy You A New Life,,,2009,275426,B32659,Charlie Landsborough,I Will Love You All My Life,With You in Mind + Further Down the Road,notExplicit,2006,229000
C10898,B32707,False,C10898,Petit biscuit,Sunset Lover,,,2019,237792,B32707,Yogee New Waves,Sunset Town,SUNSET TOWN,notExplicit,2015,319000
C44811,B32716,False,C44811,Soul Coughing,I Miss The Girl,,,1998,243133,B32716,Alanis Morissette,I Miss the Band,I Miss the Band,notExplicit,2021,252000
C4201,B32719,False,C4201,Art Brut,Modern Art,,,2005,143666,B32719,Pelle Miljoona,Moderni orja,Unabomber,notExplicit,2007,178000
C21417,B32775,False,C21417,Bloodhound Gang,Mama's Boy,,,2000,34666,B32775,Mel McDaniel,Mama's Bible,Baby's Got Her Blue Jeans On,notExplicit,1993,230000
C22452,B32795,False,C22452,Pain,I'm Going In,,,2011,196346,B32795,Mikexangel,I'm on It,I'm on It,Explicit,2019,203000
C327,B32953,False,C327,Red Hot Chili Peppers,Road Trippin',,,1999,204973,B32953,Ben Harper,Mama's Trippin',Boxed Set Collection,notExplicit,2000,225000
C1278,B32958,False,C1278,Rammstein,Mutter,,,2001,268600,B32958,Antilopen Gang,Muttertag,Für wenige,Explicit,2024,67000
C43814,B32968,False,C43814,Hanson,I Will Come To You,,,1997,251306,B32968,Holy Ghost!,I Will Come Back,Holy Ghost! (Deluxe Edition),notExplicit,2011,324000
C26576,B33013,False,C26576,Amorphis,Highest Star,,,2009,284253,B33013,Sleep Music,Higher Spa,Wellbeing Mindfulness Utopia,notExplicit,2023,165000
C17021,B33045,False,C17021,Rick James,Give It To Me Baby,,,2002,248240,B33045,Reaction Band,Bounce It For Me Baby,Sunday Night Vibes,Explicit,2022,367000
C10898,B33049,False,C10898,Petit biscuit,Sunset Lover,,,2019,237792,B33049,Techno House,Sunset Meet,Afterhours Beach Party,notExplicit,2020,214000
C2001,B33051,False,C2001,The Last Shadow Puppets,Calm Like You,,,2008,146266,B33051,Acoustic Covers Culture,Angels Like You,Angels Like You,notExplicit,2021,187000
C2587,B33054,False,C2587,Air,Another Day,,,2004,200880,B33054,7Seconds,Mother's Day,Soulforce Revolution,notExplicit,1989,256000
C34619,B33067,False,C34619,Stereophonics,I Miss You Now,,,2003,290560,B33067,Addison Grace,I Miss You (r Dog),Diving Lessons,notExplicit,2023,178000
C31482,B33068,False,C31482,Gesaffelstein,Out of Line,,,2013,155946,B33068,RugRat Kevey,Out of Patience,Out of Patience,Explicit,2021,178000
C8098,B33089,False,C8098,Iron Maiden,Another Life,,,1981,203400,B33089,Reginald Omas Mamode IV,Mother Liza,Where We Going?,notExplicit,2019,193000
C10221,B50118,False,C10221,The Rolling Stones,It's All Over Now,,,1972,206453,B50118,José James,It's All Over Your Body,It's All Over Your Body,notExplicit,2012,330000
C9964,B53050,False,C9964,Nina Simone,House of the Rising Sun,,,1962,278600,B53050,Brett Younker,People of the Rising,Come to the Water,notExplicit,2012,253000
C24752,B54658,False,C24752,The Lemonheads,It's a Shame about Ray,,,2014,186066,B54658,Kool G Rap,It's A Shame (Soul Mix),Genius Of Rap 3,notExplicit,2020,348000
C42422,B56014,False,C42422,Céline Dion,A New Day Has Come,,,2002,341800,B56014,Matt Maltese,I Hear The Day Has Come,In a New Bed,notExplicit,2016,201000
C9458,B57853,False,C9458,Duke Ellington & John Coltrane,In a Sentimental Mood,,,1997,254520,B57853,Louis Armstrong,On The Sentimental Side,The Decca Singles 1935-1946,notExplicit,2017,143000
C566,B58007,False,C566,Iron Maiden,The Number of the Beast,,,2008,290893,B58007,Fear My Thoughts,Numbered By the Beast,Isolation,notExplicit,2008,282000
C10190,B58390,False,C10190,Tom Jones,It's Not Unusual,,,2005,119120,B58390,June Christy,It's A Most Unusual Day,Gone For The Day,notExplicit,1957,144000
C3429,B59205,False,C3429,Hellogoodbye,All Of Your Love,,,2006,176560,B59205,Ella Mia,Change All of Your Love,Change All of Your Love,notExplicit,2024,266000
C3985,B59683,False,C3985,Shout Out Louds,Please Please Please,,,2006,209533,B59683,The Poppyheads,Please Please Me (Live),All I Want,notExplicit,1996,139000
C648,B59938,False,C648,The Subways,Rock & Roll Queen,,,2005,169946,B59938,Nørrebros Teater,Rock'n Roll Party Queen,Grease - Original Danish Soundtrack,notExplicit,1994,133000
C33340,B60283,False,C33340,Ryan Adams,Please Do Not Let Me Go,,,2004,215706,B60283,The Barr Brothers,Please Let Me Let it Go,Sleeping Operator,notExplicit,2014,308000
C28947,B63450,False,C28947,Rank 1,Awakening (Radio Edit),,,2005,175106,B63450,Crew Cardinal,Change You (Radio Edit),Change You,notExplicit,2018,172000
C8664,B65309,False,C8664,blink-182,Please Take Me Home,,,2001,184840,B65309,Victor Butzelaar,Please Take Care of Her,Underground Blossom (Original Game Soundtrack),notExplicit,2023,34000
C28205,B65558,False,C28205,Blancmange,Living On The Ceiling,,,2006,239959,B65558,Eddy Grant,Living on the Frontline,This Is Eddy Grant,notExplicit,2013,358000
C48855,B65808,False,C48855,Helalyn Flowers,Silent Conversation,,,2007,229320,B65808,Sparrows Landing Global,Coffee and Conversation,Coffee and Conversation,notExplicit,2022,228000
C45871,B66865,False,C45871,Llewellyn,Violet Contemplation,,,2012,301440,B66865,Yoga Sounds,Spiritual Contemplation,"The Amusing Power Of Nature: The Natural Ways Of Life, Planet Paradise Vibrations",notExplicit,2023,227000
C39403,B67225,False,C39403,The Pigeon Detectives,I'm Not Gonna Take This,,,2008,163413,B67225,Colonel Abrams,I'm Not Gonna Let,Colonel Abrams (Expanded Edition),notExplicit,1985,294000
C17225,B67305,False,C17225,Imagination,Just an Illusion,,,2012,388640,B67305,Imagination,Just An Illusion (Live),The Very Best Of Imagination - Just An Illusion,notExplicit,2007,343000
C30450,B68048,False,C30450,RX Bandits,Only For The Night,,,2006,227266,B68048,Jimmy Buffett,Frenchman For The Night,Fruitcakes,notExplicit,1994,270000
C22188,B70189,False,C22188,Beastie Boys,That's It That's All,,,2019,148640,B70189,George Jones,"That's Good, That's Bad",Who's Gonna Fill Their Shoes,notExplicit,1985,186000
C8390,B70387,False,C8390,Dream Theater,Stream Of Consciousness,,,2003,676266,B70387,Ion Vader,Astral Consiousness,Turbolift,notExplicit,2020,458000
C8757,B70796,False,C8757,Ray Charles,I Can't Stop Loving You,,,2014,253857,B70796,Starbuck,I Hate Loving You,Starbuck 2022,notExplicit,2022,221000
C7996,B71651,False,C7996,Dio,Caught in the Middle,,,1983,252186,B71651,John McCutcheon,Caught in the Crossfire,Water From Another Time: A Retrospective,notExplicit,1989,253000
C28947,B71699,False,C28947,Rank 1,Awakening (Radio Edit),,,2005,175106,B71699,"Bishop J.D. Means, Sr.",Praise Him (Radio Edit),"A Tribute to Sunday Morning Gospel, Vol. 1 (Part 1)",notExplicit,2015,290000
C24720,B72649,False,C24720,Céline Dion,That's the Way It Is,,,2008,241133,B72649,BACK DROP BOMB,That's The Way We Unite,Refixx,notExplicit,2002,212000
C30290,B73076,False,C30290,The Specials,"Friday Night, Saturday Morning",,,1992,214320,B73076,The Specials,"Friday Night, Saturday Morning (2021 Remaster)",Ghost Town [2021 Remaster],notExplicit,1981,216000
C609,B73906,False,C609,Amy Macdonald,This Is the Life,,,2014,184093,B73906,Dexys Midnight Runners,This Is What She's Like,Don't Stand Me Down,notExplicit,1985,741000
C35142,B74817,False,C35142,Thursday,Autumn Leaves Revisited,,,2006,414053,B74817,El Prodigio,Autumn Leaves (En Vivo),El Prodigio (en Vivo),notExplicit,2020,550000
C36125,B74867,False,C36125,Bee Gees,This Is Where I Came In,,,2001,297933,B74867,David Celeste,This Is Where He Went,Days Again,notExplicit,2015,142000
C37462,B75487,False,C37462,Nemesea,Caught In The Middle,,,2011,289537,B75487,Kindrid,Caught Up In The Moment,Singularity,notExplicit,2020,458000
C4701,B75803,False,C4701,The Automatic,That's What She Said,,,2006,195666,B75803,Governor,That's What I'm Talkin',Son Of Pain (U.S. Version),notExplicit,2006,246000
C36381,B76470,False,C36381,The Brian Jonestown Massacre,This Is Why You Love Me,,,1997,115173,B76470,Rainbow High,This Is What You Do!,Rainbow World,notExplicit,2024,63000
C4701,B77511,False,C4701,The Automatic,That's What She Said,,,2006,195666,B77511,Charlie Landsborough,That's What Love Can Do,Destination,notExplicit,2012,307000
C7996,B79082,False,C7996,Dio,Caught in the Middle,,,1983,252186,B79082,Big & Rich,Caught up in the Moment,Comin' to Your City,notExplicit,2005,223000
C2123,B80575,False,C2123,Zero 7,In the Waiting Line,,,2014,270213,B80575,Train,I'm Not Waiting in Line,"For Me, It's You",notExplicit,2006,220000
C41357,B81665,False,C41357,His Statue Falls,Give It Up! Give It Up!,,,2010,231986,B81665,GrewSum,Get Up! Get Up!,Grass Roots 5,Explicit,2018,212000
C18135,B82504,False,C18135,Dream Theater,This Is The Life,,,2011,417466,B82504,Daz Dillinger,This Is Tha Life I Lead,This Is the Life I Lead - Clean Version (Digitally Remastered),notExplicit,2014,269000
C5926,B82937,False,C5926,Mac DeMarco,My Kind of Woman,,,2012,190845,B82937,George Strait,That's My Kind Of Woman,It Just Comes Natural,notExplicit,2006,205000
C9981,B83683,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B83683,John Powell,You'll Never Tango,Ice Age: Dawn Of The Dinosaurs,notExplicit,2009,48000
C9931,B84056,False,C9931,Diana Krall,White Christmas,,,2005,271173,B84056,Rolando Villazón,Berlin: White Christmas,Feliz Navidad,notExplicit,2018,167000
C28696,B84297,False,C28696,Jona Lewie,You'll Always Find Me In The Kitchen At Parties,,,1978,186626,B84297,Eats Everything,You'll Always Find Me in the Kitchen At Parties (Eats Everything Dub),Early Bites EP,notExplicit,2013,423000
C3796,B84441,False,C3796,Rise Against,State of the Union,,,2004,139133,B84441,David Fenn,Estate of the Urn Witch,Death's Door (Original Soundtrack),notExplicit,2021,214000
C32012,B85011,False,C32012,George Harrison,Behind That Locked Door,,,2012,209066,B85011,Left Hand Black,Behind the Green Door,Left Hand Black,notExplicit,2020,82000
C29133,B86620,False,C29133,Breathe Carolina,The Introduction,,,2008,148466,B86620,Malow Mac,Ghetto Boy Introduction,Ghetto Boy,Explicit,2022,197000
C9523,B86740,False,C9523,Imany,You Will Never Know,,,2012,229066,B86740,The Platters,You'll Never Never Know,Smoke Gets in Your Eyes,notExplicit,2021,161000
C35982,B87386,False,C35982,Burl Ives,A Holly Jolly Christmas,,,2009,137866,B87386,The Kelly Family,A Fairy Merry Christmas,Christmas Party,notExplicit,2022,225000
C32012,B87611,False,C32012,George Harrison,Behind That Locked Door,,,2012,209066,B87611,AVN,Behind the Green Door,The Greatest Erotic Movie Themes of All Time,notExplicit,2014,131000
C2104,B89624,False,C2104,Daft Punk,Around the World,,,2008,425453,B89624,Neil Young,Around The World (Live),Life (Live),notExplicit,1987,329000
C17389,B90351,False,C17389,The Smiths,Death of a Disco Dancer,,,1987,326573,B90351,Bappi Lahiri,I Am A Disco Dancer,Uber Cool - Bappi Lahiri,notExplicit,1982,468000
C35982,B91311,False,C35982,Burl Ives,A Holly Jolly Christmas,,,2009,137866,B91311,Natalie Cole,A Song For Christmas,Holly & Ivy,notExplicit,1994,206000
C2772,B91440,False,C2772,deadmau5,Strobe (Radio Edit),,,2009,212066,B91440,Jeromy Darling,Son of God (Radio Edit),Salvaged,notExplicit,2014,243000
C49087,B93030,False,C49087,mind.in.a.box,Certainty (Single.Edit),,,2006,310053,B93030,LCA & Melo D Bright,Selfie (Single Edit),Selfie,notExplicit,2015,188000
C40009,B93551,False,C40009,Kylie Minogue,Sleeping with the Enemy,,,2014,234617,B93551,Anna Kristina,Seeing with New Eyes,Soul Truth,notExplicit,2017,311000
C9981,B94461,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B94461,Jaz Coleman,You'll Never Get To Me,Magna Invocatio - A Gnostic Mass For Choir And Orchestra Inspired By The Sublime Music Of Killing Jo,notExplicit,2019,394000
C8775,B95074,False,C8775,Nat King Cole,When I Fall in Love,,,2010,194040,B95074,Kindness,Anyone Can Fall in Love,"World, You Need a Change of Mind",notExplicit,2012,263000
C9981,B95488,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B95488,Will McMillan,You'll Never Leave Me,My Story,notExplicit,2018,348000
C566,B95572,False,C566,Iron Maiden,The Number of the Beast,,,2008,290893,B95572,Spandau Ballet,Nature of the Beast,Parade,notExplicit,2013,317000
C32012,B95898,False,C32012,George Harrison,Behind That Locked Door,,,2012,209066,B95898,J.E. Mainer,Behind The Parlor Door,The Legendary J.E. Mainer (Vol. 4),notExplicit,2015,138000
C566,B96366,False,C566,Iron Maiden,The Number of the Beast,,,2008,290893,B96366,Dusty Low,Nature of the Beast,Go for Broke,notExplicit,2011,393000
C9981,B96615,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B96615,Change,You'll Never Realize,This Is Your Time,notExplicit,1983,350000
C37510,B97807,False,C37510,Elis,Are You Missing Me,,,2004,230333,B97807,Hard-Ons,"Missing You, Missing Me",Love is a Battlefield of Wounded Hearts,notExplicit,1989,134000
C28947,B97836,False,C28947,Rank 1,Awakening (Radio Edit),,,2005,175106,B97836,Stas Underhill,Activation (Radio Edit),Activation,notExplicit,2024,213000
C500,B97887,False,C500,Led Zeppelin,Communication Breakdown,,,2007,147933,B97887,Blaine Sprouse,Cottontown Breakdown,Indian Springs,notExplicit,1989,166000
C14638,B97990,False,C14638,Deltron 3030,Things You Can Do,,,2000,299826,B97990,Brandon Santini,Things You Putting Down,This Time Another Year,notExplicit,2013,259000
C9981,B98119,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B98119,Teresa Brewer,You'll Never Get Away,My Best,notExplicit,2019,160000
C9981,B99360,False,C9981,Nina Simone,You'll Never Walk Alone,,,2013,227333,B99360,Chaos UK,You'll Never Own Me,The Riot City Years,notExplicit,2004,144000
C27878,B11198,False,C27878,Isaac Hayes,By the Time I Get to Phoenix,,,1995,414733,B11198,Relaxing Piano Man,By the Time I Get to Phoenix (Instrumental),Emblematic Places (Instrumental),notExplicit,2015,208000
C6270,B20712,False,C6270,Michael Jackson,I Just Can't Stop Loving You,,,2009,251093,B20712,Rockabye Lullaby,I Just Can't Stop Loving You (Instrumental),A Michael Jackson Lullabies Tribute,notExplicit,2013,298000
C45569,B38011,False,C45569,Mannheim Steamroller,Hark! The Herald Angels Sing,,,2011,210813,B38011,Doris Day,Jingle Bells / Hark! The Herald Angels Sing,Day Time on the Radio: Lost Radio Duets From the Doris Day Show (1952-1953),notExplicit,2017,112000
C29086,B13813,False,C29086,Above & Beyond,No One On Earth (Gabriel & Dresden Remix),,,2008,427053,B13813,Above & Beyond,No One On Earth (Flashback) [ABGT484] (Gabriel & Dresden Remix),Group Therapy 484,notExplicit,2022,430000
C37120,B375,False,C37120,St. Lucia,Closer Than This,,,2013,208360,B375,Spa & Spa,Closer Then Promised,Pure Sleep,notExplicit,2016,169000
C5921,B447,False,C5921,Feist,Lonely Lonely,,,2004,250120,B447,譚詠麟 - Alan Tam,Lonely Lonely (Live),永恆的珍譚詠麟97金曲回歸演唱會 (Live),notExplicit,1997,291000
C16827,B855,False,C16827,John Mayer,Do You Know Me,,,2012,150320,B855,JFA,Do You Know This Man,Speed of Sound,notExplicit,2010,171000
C23485,B856,False,C23485,The Moldy Peaches,Little Bunny Foo Foo,,,2001,78853,B856,Kids Songs,Little Bunny Jump,28 Songs To Stimulate Child Development,notExplicit,2022,100000
C4301,B1050,False,C4301,The Breeders,Do You Love Me Now?,,,1993,181800,B1050,Thebridies,Do You Love An Apple,4 and 9,notExplicit,2010,132000
C11017,B1192,False,C11017,Max Richter,Horizon Variations,,,2004,112613,B1192,Jakob Bro,Heroines (Variation),Streams,notExplicit,2016,154000
C19628,B2043,False,C19628,Marilyn Manson,Pretty as a Swastika,,,2009,165133,B2043,Dean Martin,Pretty as a Picture,Sway,notExplicit,2014,147000
C7566,B2061,False,C7566,System of a Down,Soldier Side - Intro,,,2005,63693,B2061,Kidzone,Golden Time Intro,Alphabet Songs - Golden Time,notExplicit,2015,20000
C24047,B2437,False,C24047,The Yardbirds,Smokestack Lightning,,,2006,332000,B2437,Electric Light Orchestra,Summer and Lightning,"ELO 50th Anniversary, Vol. 1",notExplicit,2021,255000
C9398,B2812,False,C9398,George Michael,Cowboys and Angels,,,2010,274200,B2812,Jon Pardi,Cowboys and Plowboys,Cowboys and Plowboys,notExplicit,2023,209000
C10608,B3226,False,C10608,Bad English,When I See You Smile,,,2009,257640,B3226,Blake Babies,When I See His Face,God Bless The Blake Babies,notExplicit,2001,292000
C21013,B3386,False,C21013,Seal,Fly Like An Eagle,,,2004,254773,B3386,Filtered Light,Strong Like an Eagle,Life Psalm,notExplicit,2018,152000
C18511,B3540,False,C18511,Death,Zombie Ritual,,,2001,281866,B3540,Death,Zombie Ritual (Live),Non:Analog - On:Stage Series - Belgium 12-23-1991,Explicit,1991,326000
C6938,B3542,False,C6938,Fiona Apple,Better Version Of Me,,,2010,179600,B3542,The Original Movies Orchestra,Better Be Good To Me,Themes From Miami Vice,notExplicit,1988,220000
C233,B3563,False,C233,Foo Fighters,Monkey Wrench,,,1997,231160,B3563,Less Than Jake,Monkey Wrench Myself,Silver Linings (Deluxe),notExplicit,2022,179000
C29760,B3628,False,C29760,Loleatta Holloway,Love Sensation,,,2013,366200,B3628,70s Greatest Hits,Summerlove Sensation,70s Hits,notExplicit,2015,206000
C10727,B3861,False,C10727,David Bowie,Little Wonder,,,1997,362333,B3861,David Bowie,Little Wonder (Edit),Best of Bowie,notExplicit,2002,223000
C36264,B3962,False,C36264,Del Shannon,Little Town Flirt,,,2013,170760,B3962,A. Frank Willis,Little Town of Nutak,"Over the Years, Vol. 2",notExplicit,2003,178000
C10308,B4265,False,C10308,Kiss,Heaven's On Fire,,,1984,201400,B4265,Thrive Worship,Heaven's Song (Live),Pour Your Spirit Out (Live),notExplicit,2022,550000
C7263,B4671,False,C7263,Metric,Breathing Underwater,,,2012,236440,B4671,Mother Nature Sound FX,Breathing Exercises,#2018 Asian Spa,notExplicit,2018,247000
C3049,B4725,False,C3049,Hurts,Better Than Love,,,2011,213613,B4725,The Glitter Band,Better to Have Loved,Paris Match,notExplicit,2014,218000
C40264,B4992,False,C40264,Thee Oh Sees,Ghost In The Trees,,,2008,134973,B4992,Peter Rowan,Forest For The Trees,Dust Bowl Children,notExplicit,1990,288000
C884,B5238,False,C884,Led Zeppelin,Misty Mountain Hop,,,2018,278907,B5238,BOKKA,Violet Mountain Tops,Bokka,notExplicit,2013,238000
C6033,B5555,False,C6033,Madonna,Like a Prayer,,,2009,342680,B5555,Sophie Ellis-Bextor,Like a Prayer (Live),Sophie Ellis-Bextor's Kitchen Disco (Live at The London Palladium),notExplicit,2022,308000
C12331,B5974,False,C12331,Xiu Xiu,I Luv the Valley OH!,,,2004,179133,B5974,The Ragged Jubilee,In the Valley II,In the Valley,notExplicit,2012,89000
C20138,B6052,False,C20138,The Dillinger Escape Plan,We Are the Storm,,,2004,278760,B6052,Warrior Soul,We Are the Goverment,Classics,Explicit,2015,155000
C20705,B6557,False,C20705,Sly & The Family Stone,Family Affair,,,2013,183333,B6557,The Brothers Johnson,Family Affair (Live),Brothers Johnson Live,notExplicit,2014,180000
C5877,B6811,False,C5877,The Strokes,You're So Right,,,2011,153760,B6811,Pinball,Do You Feel So Right,Do You Feel So Right,notExplicit,2023,155000
C32194,B6881,False,C32194,The Veronicas,This Is How It Feels,,,2007,251800,B6881,The Marvelettes,I Know How It Feels,"Forever: The Complete Motown Albums, Volume 1",notExplicit,2009,177000
C16794,B7062,False,C16794,Ron Pope,A Drop In The Ocean,,,2010,276299,B7062,Onur Hunuma ft. Doruk Ereşter,Breathe In The Ocean,Breathe In The Ocean,notExplicit,2017,227000
C7263,B7224,False,C7263,Metric,Breathing Underwater,,,2012,236440,B7224,Zen Music Garden,Breathing Exercises,"Japanese Zen Garden: 50 Shades of Relaxation Music, Meditation Songs with Soothing Nature Sounds, Spa, Music Therapy, Sleep",notExplicit,2016,307000
C13374,B20688,False,C13374,Sum 41,I'm Not the One,,,2004,214586,B20688,Clifton Chenier,I'm on the Wonder,The King of Zydeco Live at Montreux,notExplicit,1990,297000
C19562,B20731,False,C19562,Him,Beyond Redemption,,,2003,268106,B20731,Christian Kleine,Beyond Repair,Beyond Repair,notExplicit,2001,515000
C34451,B20818,False,C34451,Edguy,Frozen Candle,,,2000,435266,B20818,Peridone,Broken Chandelier,Broken Chandelier,Explicit,2021,235000
C757,B20840,False,C757,Interpol,Rest My Chemistry,,,2007,300506,B20840,Erotic Music Zone,Sexual Chemistry,"Full Erotic Satisfaction (Sensual Venus, Pathway to Orgasm, New Sexual Experience, Hot Intimate Night)",notExplicit,2018,237000
C43426,B20876,False,C43426,P.O.D.,Going In Blind,,,2006,268200,B20876,Jungle Fairy and Dan,Coming Into Being,In Between Dreams,notExplicit,2021,866000
