source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
C10672,B88196,Fleetwood Mac,Monday Morning,Fleetwood Mac,Monday Morning,fleetwood mac monday morning 1975,fleetwood mac monday morning 1975,1.0,1
C3779,B1004,Placebo,I Know,Placebo,I Know,placebo i know 1996,placebo i know 1996,1.0,1
C13289,B32588,The Libertines,The Good Old Days,TheUnsungHeroine,Animals,the libertines the good old days 2002,theunsungheroine animals 2015,0.324,-1
C31596,B51888,Stimming,Silver Surfer,Stevie Wonder,Fingertips,stimming silver surfer 2009,stevie wonder fingertips 2019,0.379,-1
C8652,B88141,Alice in Chains,Got Me Wrong,Alicks,Missing Bone,alice in chains got me wrong 1992,alicks missing bone 2018,0.333,-1
C5408,B56307,Coldplay,U.F.O.,Country Music Channel,Louise,coldplay u.f.o. 2011,country music channel louise 2022,0.242,-1
C4058,B51552,Alexisonfire,We Are The Sound,Alisa Takigawa,Season〜TV size ver.〜 - Season (TV Size Version),alexisonfire we are the sound 2006,alisa takigawa season〜tv size ver.〜 - season (tv size version) 2015,0.313,-1
C27690,B9594,Jamiroquai,Planet Home,Jamiroquai,Planet Home,jamiroquai planet home 1999,jamiroquai planet home 1999,1.0,1
C39497,B57197,Doves,Winter Hill,DoctorSpook,Psychedelic Waves (Psy-Trance DJ Mixed),doves winter hill 2009,doctorspook psychedelic waves (psy-trance dj mixed) 2024,0.232,-1
C43030,B11635,The Locust,Full Frontal Obscurity,The Beach Boys,Better Get Back In Bed,the locust full frontal obscurity 2007,the beach boys better get back in bed 2022,0.286,-1
C21145,B44912,The Roots,Tunnel Vision,The Wallflowers,It's a Dream,the roots tunnel vision 2010,the wallflowers it's a dream 2012,0.333,-1
C8597,B63555,Daughtry,What About Now,David John and the Comstock Cowboys,Orange Blossom Special,daughtry what about now 2006,david john and the comstock cowboys orange blossom special 2011,0.238,-1
C27917,B97271,Kindness,That's Alright,KILLY,Lessons,kindness that's alright 2012,killy lessons 2024,0.25,-1
C8476,B86833,All That Remains,Chiron,Aldo de Scalzi,Motion,all that remains chiron 2008,aldo de scalzi motion 2021,0.357,-1
C35228,B79999,The Used,On The Cross,The Platters,Joy to the World,the used on the cross 2009,the platters joy to the world 2001,0.471,-1
C2481,B11409,Christina Aguilera,Not Myself Tonight,Christopher Escalante,By the River,christina aguilera not myself tonight 2010,christopher escalante by the river 2019,0.381,-1
C7512,B62275,Helloween,I Want Out,Henri Bentley,If Not for You,helloween i want out 1988,henri bentley if not for you 2020,0.303,-1
C35129,B72671,Alesana,Endings Without Stories,Alex Day,That's the Way It Should Be,alesana endings without stories 2008,alex day that's the way it should be 2019,0.317,-1
C17494,B26790,The Jesus and Mary Chain,It's So Hard,The Witnesses,Out of Nowhere,the jesus and mary chain it's so hard 1985,the witnesses out of nowhere 2012,0.286,-1
C12345,B27639,Johnny Cash,I Walk the Line,Joshua Black Wilkins,Church on the Hill,johnny cash i walk the line 2007,joshua black wilkins church on the hill 2011,0.364,-1
C898,B58438,Marilyn Manson,This Is the New Shit,Maz,Bruised & Bleeding,marilyn manson this is the new shit 2004,maz bruised & bleeding 2021,0.25,-1
C13289,B57192,The Libertines,The Good Old Days,The Loving Paupers,Please Sir,the libertines the good old days 2002,the loving paupers please sir 2020,0.324,-1
C2240,B7141,Madonna,Frozen,Marty Robbins,In the Valley,madonna frozen 2009,marty robbins in the valley 2015,0.312,-1
C17956,B22024,Coheed and Cambria,Mother Superior,Coogi B,Out of love (feat. Juvie2xx),coheed and cambria mother superior 2007,coogi b out of love (feat. juvie2xx) 2023,0.268,-1
C33027,B99308,Blake Shelton,Ol' Red,Blue Bagoo,German Cradle Song,blake shelton ol' red 2010,blue bagoo german cradle song 2022,0.324,-1
C33309,B66502,Johnny Cash,Like A Soldier,Joshua Burnside,Taking the Wheel,johnny cash like a soldier 1994,joshua burnside taking the wheel 2021,0.243,-1
C13824,B58309,Hawthorne Heights,Silver Bullet,Hawthorne Heights,Silver Bullet,hawthorne heights silver bullet 2004,hawthorne heights silver bullet 2004,1.0,1
C40154,B95059,Ari Koivunen,Heartstealer,Ari Koivunen,Heartstealer,ari koivunen heartstealer 2007,ari koivunen heartstealer 2007,1.0,1
C24063,B64848,The Rolling Stones,Silver Train,The Rolling Stones,Silver Train,the rolling stones silver train 1973,the rolling stones silver train 1973,1.0,1
C30025,B57989,The New Pornographers,Silver Jenny Dollar,The Record Company,On The Move,the new pornographers silver jenny dollar 2010,the record company on the move 2016,0.348,-1
C863,B26571,Nirvana,Sliver,Nirvana,Sliver,nirvana sliver 2002,nirvana sliver 1992,0.842,1
C1527,B45648,Temple of the Dog,Hunger Strike,Temple Of The Dog,Hunger Strike,temple of the dog hunger strike 1990,temple of the dog hunger strike 1990,1.0,1
C48670,B66672,Patrick Watson,Wooden Arms,Passion,Praise Him (Live From Passion 2020) (feat. Melodie Malone),patrick watson wooden arms 2009,passion praise him (live from passion 2020) (feat. melodie malone) 2020,0.239,-1
C4483,B59154,The Dresden Dolls,672,The Chosen Few,People Makes the World Go Round,the dresden dolls 672 2004,the chosen few people makes the world go round 2014,0.294,-1
C46420,B13598,The Ataris,Neilhouse,The Rippingtons,Golden Child (feat. Russ Freeman),the ataris neilhouse 1997,the rippingtons golden child (feat. russ freeman) 2016,0.259,-1
C7193,B1552,Ella Fitzgerald,Summertime,Ella Fitzgerald,Summertime,ella fitzgerald summertime 2011,ella fitzgerald summertime 2021,0.968,1
C13134,B9049,The Offspring,Hammerhead,The Action,Harlem Shuffle,the offspring hammerhead 2008,the action harlem shuffle 2009,0.367,-1
C28894,B99906,deadmau5,Strobe (Club Edit),Deep Souls,Around The Clock,deadmau5 strobe (club edit) 2014,deep souls around the clock 2021,0.25,-1
C24268,B34032,The Sword,Lament for the Aurochs,The Tea Party,Mantra,the sword lament for the aurochs 2006,the tea party mantra 2001,0.351,-1
C49520,B74194,James Taylor,Enough To Be On Your Way,James Taylor,Enough To Be On Your Way,james taylor enough to be on your way 2000,james taylor enough to be on your way 2000,1.0,1
C32320,B25075,The Faint,Casual Sex,The Animals,Nobody But You - Live,the faint casual sex 1999,the animals nobody but you - live 2006,0.263,-1
C31772,B78647,The Replacements,Answering Machine,The Soul Stirrers,That's All I Need to Know,the replacements answering machine 1984,the soul stirrers that's all i need to know 2013,0.271,-1
C12914,B23842,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,glen hansard broken hearted hoover fixer sucker guy 2007,glen hansard broken hearted hoover fixer sucker guy 2007,1.0,1
C36081,B35566,Elvis Presley,I Need Your Love Tonight,Elvis Presley,I Need Your Love Tonight,elvis presley i need your love tonight 2011,elvis presley i need your love tonight 2012,0.977,1
C1221,B55704,The Verve,Sonnet,The Vamps,Middle Of The Night (Felon Remix),the verve sonnet 1997,the vamps middle of the night (felon remix) 2017,0.271,-1
C3102,B73155,CHVRCHES,Tether,Chris Tomlin,All To Us,chvrches tether 2013,chris tomlin all to us 2010,0.296,-1
C24300,B88598,Austrian Death Machine,"I Am A Cybernetic Organism, Living Tissue Over (Metal) Endoskeleton",Austrian Death Machine,"I Am A Cybernetic Organism, Living Tissue Over (Metal) Endoskeleton","austrian death machine i am a cybernetic organism, living tissue over (metal) endoskeleton 2008","austrian death machine i am a cybernetic organism, living tissue over (metal) endoskeleton 2008",1.0,1
C42983,B38507,Cattle Decapitation,We Are Horrible People,Cattac,Filthy Tendrils,cattle decapitation we are horrible people 2009,cattac filthy tendrils 2020,0.319,-1
C15393,B24645,Yann Tiersen,Mother's Journey,Yann Tiersen,Mother's Journey,yann tiersen mother's journey 2003,yann tiersen mother's journey 2003,1.0,1
C16902,B8940,Jack Johnson,To The Sea,Jazz Music Lovers Club,Lounge Life,jack johnson to the sea 2010,jazz music lovers club lounge life 2019,0.333,-1
C7435,B25624,Papa Roach,Infest,Past 3 AM,Sunset Serenity,papa roach infest 2000,past 3 am sunset serenity 2023,0.367,-1
C13134,B43766,The Offspring,Hammerhead,The Piano Guys,Silent Night,the offspring hammerhead 2008,the piano guys silent night 2013,0.25,-1
C648,B63687,The Subways,Rock & Roll Queen,The Dali Thundering Concept,Utopia (Instrumental),the subways rock & roll queen 2005,the dali thundering concept utopia (instrumental) 2018,0.315,-1
C19663,B48393,Black Label Society,What's In You,Bluepaprika,"Really, you (Band Version Instrumental)",black label society what's in you 2005,"bluepaprika really, you (band version instrumental) 2023",0.286,-1
C1057,B22775,Arcade Fire,Rococo,Arcade Fire,Rococo,arcade fire rococo 2010,arcade fire rococo 2010,1.0,1
C46420,B55457,The Ataris,Neilhouse,The Sandpipers,Carmen,the ataris neilhouse 1997,the sandpipers carmen 1966,0.346,-1
C12345,B56063,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2022,0.938,1
C806,B38389,Stereophonics,Dakota,Stan Getz,Out Of Focus,stereophonics dakota 2005,stan getz out of focus 1994,0.185,-1
C47677,B39048,Kate Bush,In the Warm Room,KAME&L.N.K,School Life (Instrumental),kate bush in the warm room 1978,kame&l.n.k school life (instrumental) 2009,0.262,-1
C22044,B5256,Rodrigo,Concierto de Aranjuez,Rockell,When I'm Gone (Carlos Berrios Mix),rodrigo concierto de aranjuez 2010,rockell when i'm gone (carlos berrios mix) 1999,0.255,-1
C5779,B8640,The Fray,Little House,The Tokens,Monkey Vendor,the fray little house 2005,the tokens monkey vendor 2015,0.345,-1
C8990,B2459,The Cinematic Orchestra,Ode to the Big Sea,The Guru,Better Off,the cinematic orchestra ode to the big sea 2008,the guru better off 2014,0.298,-1
C7918,B97982,Deftones,Beware,Deep East Music,Robots Dance,deftones beware 2006,deep east music robots dance 2019,0.333,-1
C17494,B18473,The Jesus and Mary Chain,It's So Hard,The PropheC,Let Me Live (Intro),the jesus and mary chain it's so hard 1985,the prophec let me live (intro) 2016,0.214,-1
C9157,B51911,Chet Baker,It's Always You,Chet Baker,It's Always You,chet baker it's always you 2013,chet baker it's always you 1953,0.903,1
C14671,B69764,"Tyler, the Creator",Tamale,"Tyler, The Creator",Tamale,"tyler, the creator tamale 2013","tyler, the creator tamale 2013",1.0,1
C34480,B62043,Therion,Thor,The Red Lights,Debbie by the Christmas Tree,therion thor 2005,the red lights debbie by the christmas tree 2020,0.25,-1
C16925,B2510,Maria Mena,You're the Only One,malté,Breathe In,maria mena you're the only one 2004,malté breathe in 2022,0.371,-1
C13289,B37279,The Libertines,The Good Old Days,The Kinks,What's in Store for Me,the libertines the good old days 2002,the kinks what's in store for me 2016,0.297,-1
C24268,B92407,The Sword,Lament for the Aurochs,The Cheeky Monkeys,Have A Merry Christmas,the sword lament for the aurochs 2006,the cheeky monkeys have a merry christmas 2015,0.326,-1
C806,B19984,Stereophonics,Dakota,Stereophonics,Dakota,stereophonics dakota 2005,stereophonics dakota 2005,1.0,1
C13289,B35673,The Libertines,The Good Old Days,The Libertines,The Good Old Days,the libertines the good old days 2002,the libertines the good old days 2002,1.0,1
C41525,B23489,Leonard Cohen,Here It Is,Lena Anderssen,Who Am I,leonard cohen here it is 2001,lena anderssen who am i 2007,0.448,-1
C24900,B47292,Newton Faulkner,To The Light,Newton Faulkner,To the Light,newton faulkner to the light 2007,newton faulkner to the light 2007,1.0,1
C14933,B57718,Beanie Sigel,Roc The Mic,Beau Didier,Colour 1 [BEAU007],beanie sigel roc the mic 2009,beau didier colour 1 [beau007] 2022,0.314,-1
C19325,B98618,Amorphis,Weeper on the Shore,Ami Rogé,Parade for Piano 4 Hands: II. Prestidigitateur chinois,amorphis weeper on the shore 1996,ami rogé parade for piano 4 hands: ii. prestidigitateur chinois 2020,0.235,-1
C40468,B92654,Thurston Moore,Female Cop,The Way Way Back (Motion Picture Soundtrack),Recess,thurston moore female cop 1995,the way way back (motion picture soundtrack) recess 2013,0.232,-1
C24268,B95274,The Sword,Lament for the Aurochs,The Last Knife Fighter,Native Son,the sword lament for the aurochs 2006,the last knife fighter native son 2020,0.316,-1
C1930,B35513,Maroon 5,Tangled,Marcos Puente,La Vieja de Bocho,maroon 5 tangled 2002,marcos puente la vieja de bocho 2009,0.361,-1
C49520,B4483,James Taylor,Enough To Be On Your Way,James 'PJ' Spraggins,"You're My Latest, Greatest Inspiration (feat. Darrell Spraggins)",james taylor enough to be on your way 2000,"james 'pj' spraggins you're my latest, greatest inspiration (feat. darrell spraggins) 2012",0.267,-1
C29804,B24635,Ben Folds,Losing Lisa,Ben Folds,Losing Lisa,ben folds losing lisa 2001,ben folds losing lisa 2001,1.0,1
C30025,B83691,The New Pornographers,Silver Jenny Dollar,Thiago Castro Correia,Behind Sunset (#8d_13),the new pornographers silver jenny dollar 2010,thiago castro correia behind sunset (#8d_13) 2020,0.265,-1
C32194,B8983,The Veronicas,This Is How It Feels,The City of Prague Philharmonic Orchestra,Goldeneye (Tank Drive Around St. Petersburg),the veronicas this is how it feels 2007,the city of prague philharmonic orchestra goldeneye (tank drive around st. petersburg) 2005,0.297,-1
C46373,B50224,The Suicide Machines,Bottomed Out,The Veer Union,Buried in the Ground,the suicide machines bottomed out 2005,the veer union buried in the ground 2012,0.325,-1
C8113,B94585,Mastodon,Circle of Cysquatch,Madonna,Like A Prayer (Hd Remastered Version),mastodon circle of cysquatch 2006,madonna like a prayer (hd remastered version) 2017,0.24,-1
C9786,B4916,Skalpel,Shivers,Skalpel,Shivers,skalpel shivers 2005,skalpel shivers 2005,1.0,1
C47677,B61464,Kate Bush,In the Warm Room,Kathy Durkin,It's A Lovely Lovely World,kate bush in the warm room 1978,kathy durkin it's a lovely lovely world 2009,0.295,-1
C34480,B19253,Therion,Thor,The Waterboys,Out of All This Blue,therion thor 2005,the waterboys out of all this blue 2019,0.282,-1
C7279,B35704,Taylor Swift,Better Than Revenge,Tab Two,Public Meditation (Fernost-Mix) (Tasty Remastered),taylor swift better than revenge 2010,tab two public meditation (fernost-mix) (tasty remastered) 2014,0.302,-1
C9653,B66209,Ella Fitzgerald,I Love Paris,Ella Fitzgerald,All Of You,ella fitzgerald i love paris 2013,ella fitzgerald all of you 2023,0.667,0
C46373,B80648,The Suicide Machines,Bottomed Out,The Yobs,Gloria,the suicide machines bottomed out 2005,the yobs gloria 1980,0.237,-1
C19663,B41623,Black Label Society,What's In You,Black Label Society,What's In You,black label society what's in you 2005,black label society what's in you 2005,1.0,1
C11693,B2566,Morcheeba,Coming Down Gently,Moritz Hofbauer,Planet F (Extended Mix),morcheeba coming down gently 2000,moritz hofbauer planet f (extended mix) 2022,0.295,-1
C46554,B43220,3OH!3,Streets of Gold,3OH!3,Streets of Gold,3oh!3 streets of gold 2010,3oh!3 streets of gold 2010,1.0,1
C35129,B95135,Alesana,Endings Without Stories,ALEPH,A Star Within You,alesana endings without stories 2008,aleph a star within you 2020,0.417,-1
C21145,B78538,The Roots,Tunnel Vision,The Dead Love,Tunnel Vision,the roots tunnel vision 2010,the dead love tunnel vision 2019,0.719,0
C27189,B76501,Ellen Allien,Just A Woman,Ellen Allien,Just A Woman,ellen allien just a woman 2006,ellen allien just a woman 2006,1.0,1
C13869,B8431,Simple Plan,Holding On,Simon Oslender,Summer in Berlin,simple plan holding on 2008,simon oslender summer in berlin 2020,0.333,-1
C49974,B48074,Cadacross,Wreath Of Seven Stars,Cairo,Starry Eyes,cadacross wreath of seven stars 2002,cairo starry eyes 2015,0.361,-1
C9736,B21975,Joni Mitchell,Amelia,Joel Nektarios,Dangerous (Radio Edit),joni mitchell amelia 1976,joel nektarios dangerous (radio edit) 2022,0.238,-1
C9157,B31424,Chet Baker,It's Always You,Chet Baker,I Love You,chet baker it's always you 2013,chet baker i love you 2024,0.677,0
C4090,B95381,The Starting Line,Island,The Zombie Kids,Insane (feat. Rebecca Lander),the starting line island 2007,the zombie kids insane (feat. rebecca lander) 2019,0.32,-1
C43226,B92922,Nasum,I'm Not Silent,Napo Y Su Grupo Kariño Musical,Triste Adios,nasum i'm not silent 1998,napo y su grupo kariño musical triste adios 2021,0.229,-1
C49447,B21860,Delta Goodrem,Angels In The Room,Debussy Consort,Simple Song,delta goodrem angels in the room 2007,debussy consort simple song 2010,0.297,-1
C31772,B75222,The Replacements,Answering Machine,The Candymen,Stormy Monday Blues,the replacements answering machine 1984,the candymen stormy monday blues 1967,0.308,-1
C12345,B99782,Johnny Cash,I Walk the Line,Joe Budden,Ghetto America (Snippet),johnny cash i walk the line 2007,joe budden ghetto america (snippet) 2015,0.25,-1
C14266,B93621,Nelly,Hot In Herre,Nelly,Hot In Herre,nelly hot in herre 2002,nelly hot in herre 2002,1.0,1
C7512,B2627,Helloween,I Want Out,Heuse,Psycho,helloween i want out 1988,heuse psycho 2018,0.28,-1
C3677,B75859,Broken Social Scene,All to All,Broken Social Scene,All To All,broken social scene all to all 2010,broken social scene all to all 2010,1.0,1
C44174,B42811,Danzig,Killer Wolf,David Chappell,Hunter Hunted,danzig killer wolf 1990,david chappell hunter hunted 2021,0.273,-1
C29804,B62139,Ben Folds,Losing Lisa,Beulah Mae Boys,Remote Control,ben folds losing lisa 2001,beulah mae boys remote control 2015,0.257,-1
C32320,B5384,The Faint,Casual Sex,The Brothers,"No One to Run With (3-10-20 Madison Square Garden, New York, NY)",the faint casual sex 1999,"the brothers no one to run with (3-10-20 madison square garden, new york, ny) 2021",0.171,-1
C6706,B42416,Flyleaf,Cassie,Flyleaf,Sorrow,flyleaf cassie 2005,flyleaf sorrow 2005,0.684,0
C13806,B70957,Minor Threat,Out of Step,Millenium Orchestra,"Gloria, HWV deest: III. Laudamus te",minor threat out of step 1983,"millenium orchestra gloria, hwv deest: iii. laudamus te 2022",0.25,-1
C34480,B96086,Therion,Thor,The Black Tartan Clan,Maggots in My Haggis,therion thor 2005,the black tartan clan maggots in my haggis 2014,0.234,-1
C37046,B75787,Édith Piaf,Johnny tu n'es pas un ange,Édith Piaf,Johnny tu n'es pas un ange,édith piaf johnny tu n'es pas un ange 2012,édith piaf johnny tu n'es pas un ange 2012,1.0,1
C2552,B37812,Nine Inch Nails,A Warm Place,Nitroplus,Zodiac,nine inch nails a warm place 1994,nitroplus zodiac 2008,0.212,-1
C19875,B70499,Skid Row,Livin' on a Chain Gang,Skid Row,Livin' on a Chain Gang,skid row livin' on a chain gang 1991,skid row livin' on a chain gang 1991,1.0,1
C1221,B84822,The Verve,Sonnet,The Super Lounge Orchestra,Heroes (Magnetic4 60s Mix),the verve sonnet 1997,the super lounge orchestra heroes (magnetic4 60s mix) 2016,0.241,-1
C24268,B69037,The Sword,Lament for the Aurochs,The Mermen,I Wish I Could Swim,the sword lament for the aurochs 2006,the mermen i wish i could swim 2019,0.297,-1
C17430,B60727,The Jesus and Mary Chain,Inside Me,The National Flute Choir & Amy Rice Blumenthal,Silver Winds: I. Wolf Rock,the jesus and mary chain inside me 1985,the national flute choir & amy rice blumenthal silver winds: i. wolf rock 1999,0.295,-1
C12345,B19631,Johnny Cash,I Walk the Line,Johnny Cash,Always Alone,johnny cash i walk the line 2007,johnny cash always alone 2016,0.656,0
C42290,B83445,The Agrestix,On the Prowl,The Love Songs,A Song For Two (Romantic Songs),the agrestix on the prowl 2007,the love songs a song for two (romantic songs) 2016,0.333,-1
C648,B43122,The Subways,Rock & Roll Queen,The Flamingos,At the Prom,the subways rock & roll queen 2005,the flamingos at the prom 2001,0.353,-1
C18452,B49712,Opeth,Bridge of Sighs,Opeth,Bridge of Sighs,opeth bridge of sighs 2008,opeth bridge of sighs 2008,1.0,1
C1143,B43127,Jeff Buckley,Grace,Jesse Sharps Quintet & P.A.P.A.,The Goat And The Ramjam,jeff buckley grace 2012,jesse sharps quintet & p.a.p.a. the goat and the ramjam 2006,0.2,-1
C35228,B16451,The Used,On The Cross,The Wonder Kids,Little Drops of Water,the used on the cross 2009,the wonder kids little drops of water 2009,0.429,-1
C8719,B35185,Frank Sinatra,Jingle Bells,Francesco Parrino,Jingle Bells,frank sinatra jingle bells 2013,francesco parrino jingle bells 2020,0.657,0
C32320,B16035,The Faint,Casual Sex,The Mekons,Cowboy Boots,the faint casual sex 1999,the mekons cowboy boots 1999,0.464,-1
C8990,B19287,The Cinematic Orchestra,Ode to the Big Sea,The Stooges,I Feel Alright (1970) (Mono Single Edit),the cinematic orchestra ode to the big sea 2008,the stooges i feel alright (1970) (mono single edit) 2016,0.263,-1
C16902,B81952,Jack Johnson,To The Sea,Jana Stanfield,Bitter Or Better,jack johnson to the sea 2010,jana stanfield bitter or better 1998,0.278,-1
C35617,B37836,Acid King,Silent Circle,Acid King,Silent Circle,acid king silent circle 1999,acid king silent circle 1999,1.0,1
C3102,B72885,CHVRCHES,Tether,Chaarawtazah,Famous,chvrches tether 2013,chaarawtazah famous 2020,0.292,-1
C20075,B85643,The Word Alive,How To Build An Empire,The Bellamy Brothers,Spiders And Snakes,the word alive how to build an empire 2009,the bellamy brothers spiders and snakes 1980,0.25,-1
C9196,B47513,Sade,Lovers Rock,Sakshi Singh,Unholy x Ram Leela x Ramta Jogi x Apsara Ali,sade lovers rock 2000,sakshi singh unholy x ram leela x ramta jogi x apsara ali 2024,0.177,-1
C32194,B77407,The Veronicas,This Is How It Feels,The Adventure Kids,Jungle Kids Jam,the veronicas this is how it feels 2007,the adventure kids jungle kids jam 2024,0.308,-1
C2481,B91878,Christina Aguilera,Not Myself Tonight,Christina Aguilera,Not Myself Tonight,christina aguilera not myself tonight 2010,christina aguilera not myself tonight 2010,1.0,1
C26208,B47861,Broadcast,Winter Now,Broadcast,Winter Now,broadcast winter now 2003,broadcast winter now 2003,1.0,1
C43416,B31885,Sevendust,Broken Down,Sevendust,Follow,sevendust broken down 2003,sevendust follow 2005,0.654,0
C32830,B70326,The Shadows,Man of Mystery,The New Division,Enough Is Enough (Discrete Deceit Remix),the shadows man of mystery 2011,the new division enough is enough (discrete deceit remix) 2020,0.274,-1
C4434,B19932,Atmosphere,Modern Man's Hustle,Atmosphere,Modern Man's Hustle,atmosphere modern man's hustle 2002,atmosphere modern man's hustle 2002,1.0,1
C49985,B39303,Elvenking,My Own Spider's Web,Electro Lounge All Stars,Echoes of Peace,elvenking my own spider's web 2008,electro lounge all stars echoes of peace 2022,0.289,-1
C46438,B98615,RX Bandits,Anyone But You,RX Bandits,Anyone But You,rx bandits anyone but you 2001,rx bandits anyone but you 2001,1.0,1
C4795,B80463,The Maine,I Must Be Dreaming,The Beyman Bros,Man of La Mantra,the maine i must be dreaming 2008,the beyman bros man of la mantra 2009,0.378,-1
C45215,B99227,Hostage,The Slave,Hors Contrôle,Encore Une Biere,hostage the slave 2010,hors contrôle encore une biere 2019,0.371,-1
C24852,B54505,Pete Yorn,Just Another,Pep City,Changed Up,pete yorn just another 2001,pep city changed up 2020,0.296,-1
C12345,B56387,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line (Live),johnny cash i walk the line 2007,johnny cash i walk the line (live) 2005,0.795,1
C33296,B15102,Little Big Town,Little White Church,Little Big Town,Little White Church,little big town little white church 2010,little big town little white church 2010,1.0,1
C43483,B34560,Godsmack,Shadow Of A Soul,Godsmack,Shadow Of A Soul,godsmack shadow of a soul 2010,godsmack shadow of a soul 2010,1.0,1
C16902,B39725,Jack Johnson,To The Sea,Jack Johnson,In The Morning,jack johnson to the sea 2010,jack johnson in the morning 2023,0.656,0
C3195,B95903,Beck,Emergency Exit,Ben Braswell,Outlaw Bloodline,beck emergency exit 2005,ben braswell outlaw bloodline 2020,0.235,-1
C10287,B91242,The Cars,My Best Friend's Girl,The Frank and Walters,Berlin,the cars my best friend's girl 2008,the frank and walters berlin 2012,0.343,-1
C12345,B64742,Johnny Cash,I Walk the Line,Johnny Cash,I Walk the Line,johnny cash i walk the line 2007,johnny cash i walk the line 2022,0.938,1
C10287,B5500,The Cars,My Best Friend's Girl,Thunder and Rain Storm,Summer Rain Showers Noise for Trouble Sleeping,the cars my best friend's girl 2008,thunder and rain storm summer rain showers noise for trouble sleeping 2021,0.257,-1
C13637,B96480,Black Flag,Damaged II,Black Flag,Damaged I,black flag damaged ii 1981,black flag damaged i 1983,0.923,1
C47998,B71084,This Providence,Losing Control,Thomas & Friends,Thomas Theme,this providence losing control 2006,thomas & friends thomas theme 2020,0.286,-1
C32830,B76134,The Shadows,Man of Mystery,The Shadows,Man of Mystery,the shadows man of mystery 2011,the shadows man of mystery 1961,0.903,1
C18373,B89227,Kate Bush,Rubberband Girl,Kate Bush,Rubberband Girl,kate bush rubberband girl 2011,kate bush rubberband girl 2011,1.0,1
C21410,B26026,Nero,Me And You,Neil Richardson,Crying,nero me and you 2011,neil richardson crying 2009,0.37,-1
C17430,B75740,The Jesus and Mary Chain,Inside Me,The YellowHeads,Avalon I,the jesus and mary chain inside me 1985,the yellowheads avalon i 2022,0.282,-1
C8035,B53697,Marilyn Manson,Little Horn,Mark Wynter,Please Love Me Forever,marilyn manson little horn 1996,mark wynter please love me forever 2010,0.333,-1
C21410,B60099,Nero,Me And You,New York Jazz Lounge,Coffee Talk,nero me and you 2011,new york jazz lounge coffee talk 2016,0.324,-1
C37716,B55009,Radiohead,Million Dollar Question,Raposa 12,Hawaii,radiohead million dollar question 1993,raposa 12 hawaii 2022,0.237,-1
C9910,B50302,Lana Del Rey,Season of the Witch,Lana Del Rey,Season Of The Witch,lana del rey season of the witch 2019,lana del rey season of the witch 2019,1.0,1
C5766,B59989,Deerhunter,Desire Lines,Deerhunter,Desire Lines,deerhunter desire lines 2010,deerhunter desire lines 2010,1.0,1
C37401,B74835,Sirenia,Winterborn 77,Sing2Piano,All of the Stars (Female Key F) [Originally Performed By Ed Sheeran] (Piano Karaoke Version),sirenia winterborn 77 2009,sing2piano all of the stars (female key f) [originally performed by ed sheeran] (piano karaoke version) 2015,0.148,-1
C2964,B34018,Ellie Goulding,Figure 8,Ellie Goulding,Starry Eyed,ellie goulding figure 8 2012,ellie goulding starry eyed 2010,0.677,0
C34480,B7967,Therion,Thor,The Clark Family,Let It Snow,therion thor 2005,the clark family let it snow 2014,0.333,-1
C13289,B59271,The Libertines,The Good Old Days,The Speedos,Fly Me To The Moon,the libertines the good old days 2002,the speedos fly me to the moon 1987,0.297,-1
C6864,B55920,Tori Amos,Silent All These Years,Tommy Z,Memory of Love,tori amos silent all these years 2012,tommy z memory of love 2016,0.297,-1
C13554,B29804,Sleater-Kinney,Modern Girl,Sleater-Kinney,Modern Girl,sleater-kinney modern girl 2005,sleater-kinney modern girl 2005,1.0,1
C27917,B52607,Kindness,That's Alright,Kilez More,Systemfeind,kindness that's alright 2012,kilez more systemfeind 2013,0.25,-1
C648,B1738,The Subways,Rock & Roll Queen,The Beach Boys,Little Honda,the subways rock & roll queen 2005,the beach boys little honda 2012,0.412,-1
C35228,B31029,The Used,On The Cross,The Fixx,I Will,the used on the cross 2009,the fixx i will 1984,0.269,-1
C24063,B27065,The Rolling Stones,Silver Train,The Terri Green Project,So Far Away,the rolling stones silver train 1973,the terri green project so far away 2008,0.35,-1
C46021,B37844,My Darkest Days,Set It On Fire,My Darkest Days,Set It On Fire,my darkest days set it on fire 2010,my darkest days set it on fire 2010,1.0,1
C33467,B69243,Carrie Underwood,That's Where It Is,Canton Jones,That's Me (feat. TK & Tonio),carrie underwood that's where it is 2005,canton jones that's me (feat. tk & tonio) 2014,0.326,-1
C49888,B76366,Frank Sinatra,Spring Is Here,Frank Sinatra,Spring Is Here,frank sinatra spring is here 2013,frank sinatra spring is here 2012,0.97,1
C8990,B80809,The Cinematic Orchestra,Ode to the Big Sea,The Soul of Wind,"Spring Days, and you",the cinematic orchestra ode to the big sea 2008,"the soul of wind spring days, and you 2024",0.277,-1
C47998,B86622,This Providence,Losing Control,The Flower Kings,Rumble Fish Twist,this providence losing control 2006,the flower kings rumble fish twist 2000,0.282,-1
