source_id,opendb_id,source_artist,source_track,opendb_artist,opendb_track,source_combined,opendb_combined,similarity_score,match_classification
A5610,B26407,Avenged Sevenfold,Almost Easy (Jam-Along Version),Avenged Sevenfold,Almost Easy (Jam-Along Version),avenged sevenfold almost easy (jam-along version) 2007,avenged sevenfold almost easy (jam-along version) 2007,1.0,1
A5954,B58967,Camila Cabello,Crying in the Club,Calm Music,Guitar Studying Music with Ocean Sounds,camila cabello crying in the club 2017,calm music guitar studying music with ocean sounds 2020,0.364,-1
A1961,B2732,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Michael Sterling,If You Still Love Me (Here I Am),michael jackson i just can't stop loving you (feat. siedah garrett) 1987,michael sterling if you still love me (here i am) 2016,0.375,-1
A7239,B3587,Mariah Carey,Vision of Love,Manzanera/Mackay,Dreams Of The East,mariah carey vision of love 1990,manzanera/mackay dreams of the east 2011,0.3,-1
A6059,B76567,Madonna,Frozen,Mahalia Jackson,That's What He's Done for Me,madonna frozen 1998,mahalia jackson that's what he's done for me 2022,0.184,-1
A895,B49932,Madonna,Like a Prayer,Martin Sexton,In The Journey,madonna like a prayer 1989,martin sexton in the journey 2002,0.242,-1
A7128,B51829,David Bowie,Modern Love,Darkwole,Choose Your Trip,david bowie modern love 1983,darkwole choose your trip 2020,0.267,-1
A7271,B43319,Blake Shelton,I Lived It,Bloco do Sargento Pimenta,Lovely Rita,blake shelton i lived it 2017,bloco do sargento pimenta lovely rita 2017,0.476,-1
A54,B63043,Jason Derulo,Ridin' Solo,Jazz Guitar Music Zone,Coffee Talk,jason derulo ridin' solo 2010,jazz guitar music zone coffee talk 2019,0.308,-1
A7128,B13611,David Bowie,Modern Love,Daniel Lentz,"On the Leopard Altar, ""Aztec Altar""",david bowie modern love 1983,"daniel lentz on the leopard altar, ""aztec altar"" 2006",0.245,-1
A589,B28367,Rodney Atkins,Take a Back Road,Ronnie Burnett,I Just Wanna Dance,rodney atkins take a back road 2011,ronnie burnett i just wanna dance 2018,0.316,-1
A2052,B81949,Mat Kearney,Closer to Love,Martin Garrix,Glitch,mat kearney closer to love 2009,martin garrix glitch 2018,0.29,-1
A3103,B38753,Jason Mraz,Coyotes,Jay Cas,Aliens,jason mraz coyotes 2008,jay cas aliens 2023,0.391,-1
A3789,B66004,Billy Idol,Rebel Yell,Billie Holiday,Please Tell Me Now,billy idol rebel yell 1983,billie holiday please tell me now 2017,0.368,-1
A4130,B64290,Bring Me The Horizon,Throne,breathe,Galaxy,bring me the horizon throne 2015,breathe galaxy 2015,0.375,-1
A1478,B78166,Carrie Underwood,Little Toy Guns,Capolow,Honesty (feat. AzJah),carrie underwood little toy guns 2014,capolow honesty (feat. azjah) 2021,0.216,-1
A1026,B18134,Ed Sheeran,Eraser,EDM Tribe,I Love Sex (Dancing Night),ed sheeran eraser 2017,edm tribe i love sex (dancing night) 2016,0.293,-1
A3678,B20725,Big Time Rush,Windows Down,Bill Anderson,I Love You Drops,big time rush windows down 2012,bill anderson i love you drops 1966,0.286,-1
A9166,B12960,Carrie Underwood,That's Where It Is,Carmen McRae,Sunday (Live),carrie underwood that's where it is 2005,carmen mcrae sunday (live) 1990,0.25,-1
A5771,B77851,The Archies,"Sugar, Sugar",The Cockman Family,Looking For A Place To Cross,"the archies sugar, sugar 1969",the cockman family looking for a place to cross 2006,0.231,-1
A2052,B29381,Mat Kearney,Closer to Love,Mark O'Connor,Always Do,mat kearney closer to love 2009,mark o'connor always do 2016,0.29,-1
A544,B73274,Panic! At the Disco,This Is Gospel,Parole di Vita,Spirito Santo sei il mio Aiuto,panic! at the disco this is gospel 2013,parole di vita spirito santo sei il mio aiuto 2021,0.34,-1
A2287,B26932,Nickelback,Follow You Home,Nikolauss & Starpicker,Always & Forever (Mike Rodas Remix),nickelback follow you home 2005,nikolauss & starpicker always & forever (mike rodas remix) 2015,0.286,-1
A4455,B49377,Jelly Roll,Son Of A Sinner,Jesus Culture,In The River (Live) (feat. Kim Walker-Smith),jelly roll son of a sinner 2021,jesus culture in the river (live) (feat. kim walker-smith) 2020,0.27,-1
A3839,B23850,Daughtry,What About Now,DABEDABEDU,Fallen,daughtry what about now 2006,dabedabedu fallen 2020,0.25,-1
A6059,B55054,Madonna,Frozen,Magguy Faraux,I Hear Thunder (Chouval bwa),madonna frozen 1998,magguy faraux i hear thunder (chouval bwa) 2014,0.149,-1
A4479,B51738,Chicago,We Can Last Forever,Chicago,We Can Last Forever,chicago we can last forever 1988,chicago we can last forever 2015,0.875,1
A1678,B10198,Toby Keith,Wish I Didn't Know Now,Toni Gonzaga,You're My Right Kind Of Wrong,toby keith wish i didn't know now 1993,toni gonzaga you're my right kind of wrong 2007,0.298,-1
A8831,B36283,Trans-Siberian Orchestra,A Star to Follow,Tracy Bonham,One of These Days,trans-siberian orchestra a star to follow 1996,tracy bonham one of these days 2015,0.261,-1
A9606,B90796,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Sidney Samson,Get On The Floor,sia you're never fully dressed without a smile (2014 film version) 2014,sidney samson get on the floor 2009,0.268,-1
A1723,B13577,Glen Hansard,Broken Hearted Hoover Fixer Sucker Guy,Glenn Miller,Little Brown Jug,glen hansard broken hearted hoover fixer sucker guy 2007,glenn miller little brown jug 2022,0.304,-1
A1966,B69858,Daryl Hall & John Oates,Out of Touch,Dark Twin,Reborn,daryl hall & john oates out of touch 1984,dark twin reborn 2021,0.244,-1
A3678,B52874,Big Time Rush,Windows Down,Bill Campbell,Sophia,big time rush windows down 2012,bill campbell sophia 2017,0.29,-1
A4287,B58929,Alan Jackson,Little Bitty,Albert West,Living Doll,alan jackson little bitty 1996,albert west living doll 1972,0.333,-1
A1478,B13187,Carrie Underwood,Little Toy Guns,Canzoni di Natale,Smooth Santa,carrie underwood little toy guns 2014,canzoni di natale smooth santa 2022,0.27,-1
A5535,B69764,"Tyler, The Creator",Tamale,"Tyler, The Creator",Tamale,"tyler, the creator tamale 2013","tyler, the creator tamale 2013",1.0,1
A9275,B60882,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Little Baby Bum,Finger Family (How Do You Do),lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,little baby bum finger family (how do you do) 2018,0.32,-1
A9041,B10027,Bread,Sweet Surrender,Brand X Music,Family Discourse,bread sweet surrender 1972,brand x music family discourse 2022,0.257,-1
A4843,B67093,Regina Spektor,Better,Relaxing Music Therapy,Spiritual Insight,regina spektor better 2006,relaxing music therapy spiritual insight 2019,0.289,-1
A3202,B88521,Rednex,Cotton Eye Joe,Regina Spektor,Genius Next Door,rednex cotton eye joe 1994,regina spektor genius next door 2009,0.306,-1
A5810,B74085,The Archies,"Sugar, Sugar",The Beach Boys,"Johnny B Goode (Live At Arie Crown Theater, Chicago/March 27, 1965)","the archies sugar, sugar 1969","the beach boys johnny b goode (live at arie crown theater, chicago/march 27, 1965) 2015",0.23,-1
A5535,B29114,"Tyler, The Creator",Tamale,Tynisha Keli,Always Into Something,"tyler, the creator tamale 2013",tynisha keli always into something 2024,0.282,-1
A5551,B75017,Jazmine Sullivan,Need U Bad,Jackwasfaster,Bitter Pill To Swallow,jazmine sullivan need u bad 2008,jackwasfaster bitter pill to swallow 2016,0.268,-1
A895,B90890,Madonna,Like a Prayer,Matthias Keller,Claire de Lune für Panflöte und Orchester,madonna like a prayer 1989,matthias keller claire de lune für panflöte und orchester 2018,0.226,-1
A5810,B53350,The Archies,"Sugar, Sugar",The O'Neill Brothers Group,Ode to Joy (Instrumental Version),"the archies sugar, sugar 1969",the o'neill brothers group ode to joy (instrumental version) 2018,0.231,-1
A5954,B25580,Camila Cabello,Crying in the Club,Camila Cabello,Crying in the Club,camila cabello crying in the club 2017,camila cabello crying in the club 2017,1.0,1
A4060,B33914,Jana Kramer,Why Ya Wanna,James Newton Howard,Secret Service,jana kramer why ya wanna 2012,james newton howard secret service 2013,0.282,-1
A3740,B2319,Daughtry,What About Now,DamnPocket,What If (feat. EazyTheRaskal),daughtry what about now 2006,damnpocket what if (feat. eazytheraskal) 2019,0.289,-1
A8216,B71904,America,Sister Golden Hair,Ameritz Karaoke,That's My Job (In the Style of Conway Twitty) [Karaoke Version],america sister golden hair 1975,ameritz karaoke that's my job (in the style of conway twitty) [karaoke version] 2012,0.214,-1
A4654,B37641,Michelle Branch,Breathe,Miner,Lovely,michelle branch breathe 2003,miner lovely 2014,0.286,-1
A7794,B22795,LINKIN PARK,Figure.09,Lion's Share,Losing My Head,linkin park figure.09 2003,lion's share losing my head 2001,0.375,-1
A5200,B1230,Madonna,Like a Prayer,Marcus Anderson,Pretty Things,madonna like a prayer 1989,marcus anderson pretty things 2009,0.265,-1
A5771,B15058,The Archies,"Sugar, Sugar",The Cedar Walton Trio,Little Waltz,"the archies sugar, sugar 1969",the cedar walton trio little waltz 1982,0.282,-1
A9351,B5219,Mariah Carey,Vision of Love,MattRach,On the Run,mariah carey vision of love 1990,mattrach on the run 2010,0.281,-1
A9606,B27379,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Sizzla,I Love You,sia you're never fully dressed without a smile (2014 film version) 2014,sizzla i love you 2011,0.211,-1
A8194,B29406,America,Sister Golden Hair,American Country Karaoke,I Love You This Big (Karaoke In The Style Of Scotty McCreery),america sister golden hair 1975,american country karaoke i love you this big (karaoke in the style of scotty mccreery) 2011,0.209,-1
A5588,B67447,Bullet for My Valentine,Hearts Burst Into Fire,Bubbles & the Shit Rockers,Liquor and Whores (feat. Alex Lifeson),bullet for my valentine hearts burst into fire 2008,bubbles & the shit rockers liquor and whores (feat. alex lifeson) 2017,0.314,-1
A3789,B7665,Billy Idol,Rebel Yell,Billie the Vision and the Dancers,Summercat (Acoustic Version),billy idol rebel yell 1983,billie the vision and the dancers summercat (acoustic version) 2019,0.194,-1
A1966,B1219,Daryl Hall & John Oates,Out of Touch,Daniel Lee,No You in Us,daryl hall & john oates out of touch 1984,daniel lee no you in us 2014,0.341,-1
A4287,B87036,Alan Jackson,Little Bitty,Alan Wools,Stereo (Alan Wools Remix),alan jackson little bitty 1996,alan wools stereo (alan wools remix) 2023,0.268,-1
A2751,B81941,Mariah Carey,Always Be My Baby,Mason Embry Trio,My Old Kentucky Home,mariah carey always be my baby 1995,mason embry trio my old kentucky home 2022,0.238,-1
A6313,B80850,TOOL,Pneuma,TOOL,Pneuma,tool pneuma 2019,tool pneuma 2019,1.0,1
A3202,B53757,Rednex,Cotton Eye Joe,Reclam Hörbücher,"Carmen (Kapitel 2, Teil 10)",rednex cotton eye joe 1994,"reclam hörbücher carmen (kapitel 2, teil 10) 2018",0.245,-1
A2453,B59563,Foreigner,Urgent,Foam and Sand,Circle 26 (Tom Ashbrook Rework),foreigner urgent 1981,foam and sand circle 26 (tom ashbrook rework) 2021,0.18,-1
A5200,B31182,Madonna,Like a Prayer,Matt Fax,Beyond Belief,madonna like a prayer 1989,matt fax beyond belief 2023,0.259,-1
A6948,B60241,Michelle Branch,Breathe,Mikehv,Fly Me To The Moon,michelle branch breathe 2003,mikehv fly me to the moon 2021,0.3,-1
A7128,B25871,David Bowie,Modern Love,"Dancematics, Bobby Solo",Upside Down,david bowie modern love 1983,"dancematics, bobby solo upside down 2014",0.275,-1
A3177,B25687,Rednex,Cotton Eye Joe,Relaxing Instrumentals,Angels In Flight,rednex cotton eye joe 1994,relaxing instrumentals angels in flight 2011,0.205,-1
A9118,B76463,The Beach Boys,"Dance, Dance, Dance",This Is Hell,This Is Hell,"the beach boys dance, dance, dance 1965",this is hell this is hell 2017,0.179,-1
A9351,B50477,Mariah Carey,Vision of Love,Maxence Cyrin,Seasons,mariah carey vision of love 1990,maxence cyrin seasons 2022,0.312,-1
A1250,B90759,Michael Jackson,Man In the Mirror,Michael Sterling,Lovers and Friends,michael jackson man in the mirror 1987,michael sterling lovers and friends 2018,0.35,-1
A4800,B27970,Paramore,Future,Paxquiao,Nobody Cares,paramore future 2013,paxquiao nobody cares 2024,0.346,-1
A5960,B50926,Disturbed,What Are You Waiting For,Dionne Warwick,Please Make Him Love Me,disturbed what are you waiting for 2015,dionne warwick please make him love me 1964,0.233,-1
A895,B34207,Madonna,Like a Prayer,Marion Maerz,Winter in Athen (Remastered 2023),madonna like a prayer 1989,marion maerz winter in athen (remastered 2023) 1979,0.373,-1
A4130,B34267,Bring Me The Horizon,Throne,Brendan Philip,Shadow Ceremony,bring me the horizon throne 2015,brendan philip shadow ceremony 2015,0.4,-1
A3177,B6387,Rednex,Cotton Eye Joe,Reid Stefan,Take a Look,rednex cotton eye joe 1994,reid stefan take a look 2020,0.25,-1
A1703,B84188,Pentatonix,Sleigh Ride,PET NEEDS,Dallas,pentatonix sleigh ride 2014,pet needs dallas 2017,0.333,-1
A9151,B12831,Santigold,Unstoppable,Sabaton,In the Army Now,santigold unstoppable 2008,sabaton in the army now 2016,0.286,-1
A9859,B63139,Young the Giant,Islands,Young Decades,Islands,young the giant islands 2010,young decades islands 2020,0.679,0
A6948,B71746,Michelle Branch,Breathe,Micky,This Is The Life,michelle branch breathe 2003,micky this is the life 2023,0.321,-1
A2753,B16678,Marc Anthony,I Need to Know,Masaru Sato,End of Resistance,marc anthony i need to know 1999,masaru sato end of resistance 2022,0.294,-1
A9351,B19096,Mariah Carey,Vision of Love,Masaya Uechi,Castle In A Dream,mariah carey vision of love 1990,masaya uechi castle in a dream 2024,0.257,-1
A5200,B4734,Madonna,Like a Prayer,Majella,Galway Bay,madonna like a prayer 1989,majella galway bay 2019,0.346,-1
A5771,B95824,The Archies,"Sugar, Sugar",The Net Chords,Nature Sounds,"the archies sugar, sugar 1969",the net chords nature sounds 2020,0.394,-1
A5771,B44048,The Archies,"Sugar, Sugar",The Eggies,Do The Wobble (Wobble),"the archies sugar, sugar 1969",the eggies do the wobble (wobble) 2022,0.237,-1
A8177,B63627,Miranda Lambert,Use My Heart,Michael Charles Smith,Waking,miranda lambert use my heart 2016,michael charles smith waking 2009,0.273,-1
A5771,B55010,The Archies,"Sugar, Sugar",The Moffatts,Like I Love U,"the archies sugar, sugar 1969",the moffatts like i love u 2023,0.258,-1
A4287,B6275,Alan Jackson,Little Bitty,Alex Kvitta,Little Girl (DavidChristoph Remix),alan jackson little bitty 1996,alex kvitta little girl (davidchristoph remix) 2009,0.255,-1
A2751,B26209,Mariah Carey,Always Be My Baby,Mariah Carey,Always Be My Baby,mariah carey always be my baby 1995,mariah carey always be my baby 1995,1.0,1
A2287,B92129,Nickelback,Follow You Home,Nidhogg,Nature's Church,nickelback follow you home 2005,nidhogg nature's church 2002,0.258,-1
A9041,B49214,Bread,Sweet Surrender,Brendan Bennett,Wasted Time (feat. Supa Bwe),bread sweet surrender 1972,brendan bennett wasted time (feat. supa bwe) 2019,0.286,-1
A2312,B3462,Vampire Weekend,Giving Up the Gun,Valeriy Antonyuk,Strong Western,vampire weekend giving up the gun 2010,valeriy antonyuk strong western 2020,0.342,-1
A4654,B66567,Michelle Branch,Breathe,Michael Leonhart Orchestra,The Normyn Suite #1: Nostalgia,michelle branch breathe 2003,michael leonhart orchestra the normyn suite #1: nostalgia 2022,0.306,-1
A609,B13743,Rodney Atkins,Take a Back Road,Robert Savage,Lonely World,rodney atkins take a back road 2011,robert savage lonely world 2010,0.4,-1
A2751,B88447,Mariah Carey,Always Be My Baby,Mariachi México,Bonita,mariah carey always be my baby 1995,mariachi méxico bonita 2014,0.314,-1
A609,B78231,Rodney Atkins,Take a Back Road,Rosa,Bullet Holez,rodney atkins take a back road 2011,rosa bullet holez 2023,0.257,-1
A2219,B3933,Billy Joel,And So It Goes,Bianca Aponno,I Want You,billy joel and so it goes 1989,bianca aponno i want you 2021,0.233,-1
A3839,B26269,Daughtry,What About Now,Dance Assassins,Here I Am (Extended Mix),daughtry what about now 2006,dance assassins here i am (extended mix) 2005,0.267,-1
A7128,B86670,David Bowie,Modern Love,Darrian Lilly,Lovers & Friends,david bowie modern love 1983,darrian lilly lovers & friends 2018,0.314,-1
A5200,B67048,Madonna,Like a Prayer,Martha Reeves & The Vandellas,Mobile Lil The Dancing Witch,madonna like a prayer 1989,martha reeves & the vandellas mobile lil the dancing witch 1965,0.206,-1
A9151,B69530,Santigold,Unstoppable,"Sam ""The Man"" Taylor",Stormy,santigold unstoppable 2008,"sam ""the man"" taylor stormy 2012",0.25,-1
A7271,B67248,Blake Shelton,I Lived It,Black Room Orchestra,Friday vibrations,blake shelton i lived it 2017,black room orchestra friday vibrations 2021,0.372,-1
A2920,B8373,Stone Sour,Bother,Stacey Kent,"Summer Me, Winter Me",stone sour bother 2002,"stacey kent summer me, winter me 2024",0.324,-1
A5200,B39960,Madonna,Like a Prayer,Masatoshi Ono,Starry night,madonna like a prayer 1989,masatoshi ono starry night 2023,0.226,-1
A9118,B79856,The Beach Boys,"Dance, Dance, Dance",The Cavers,Trains,"the beach boys dance, dance, dance 1965",the cavers trains 2018,0.256,-1
A5810,B71863,The Archies,"Sugar, Sugar",The Archies,"Sugar, Sugar","the archies sugar, sugar 1969","the archies sugar, sugar 1969",1.0,1
A2154,B86693,Meghan Trainor,What If I,Mel Ashton,Andare,meghan trainor what if i 2015,mel ashton andare 2013,0.379,-1
A1250,B98039,Michael Jackson,Man In the Mirror,Mike Garbo,Son of a Gun,michael jackson man in the mirror 1987,mike garbo son of a gun 2022,0.316,-1
A2154,B9967,Meghan Trainor,What If I,Meghan Trainor,What If I,meghan trainor what if i 2015,meghan trainor what if i 2015,1.0,1
A4061,B30122,Taylor Swift,august,Tanner Swift,Almost,taylor swift august 2020,tanner swift almost 2015,0.667,0
A6286,B62778,Newcleus,Jam On It,Never Broke Again,Bloody,newcleus jam on it 1984,never broke again bloody 2024,0.241,-1
A1966,B89882,Daryl Hall & John Oates,Out of Touch,Dave Barker,What A Confusion,daryl hall & john oates out of touch 1984,dave barker what a confusion 2022,0.268,-1
A4479,B20861,Chicago,We Can Last Forever,Church of Christ,Prayer,chicago we can last forever 1988,church of christ prayer 2023,0.375,-1
A1961,B70497,Michael Jackson,I Just Can't Stop Loving You (feat. Siedah Garrett),Mighty Sparrow,Willie Dead,michael jackson i just can't stop loving you (feat. siedah garrett) 1987,mighty sparrow willie dead 2011,0.208,-1
A9118,B88548,The Beach Boys,"Dance, Dance, Dance",The Creepy Creeps,Spider Zombie,"the beach boys dance, dance, dance 1965",the creepy creeps spider zombie 2016,0.282,-1
A2052,B94585,Mat Kearney,Closer to Love,Madonna,Like A Prayer (Hd Remastered Version),mat kearney closer to love 2009,madonna like a prayer (hd remastered version) 2017,0.34,-1
A4287,B1517,Alan Jackson,Little Bitty,Alex Angelo,I Like U Too,alan jackson little bitty 1996,alex angelo i like u too 2013,0.333,-1
A4819,B58581,Paramore,Future,Patti Page,I Walk the Line,paramore future 2013,patti page i walk the line 2012,0.323,-1
A2055,B83843,America,Sister Golden Hair,America,Sister Golden Hair,america sister golden hair 1975,america sister golden hair 1975,1.0,1
A1250,B88744,Michael Jackson,Man In the Mirror,Mississippi Fred McDowell,Germany Blues,michael jackson man in the mirror 1987,mississippi fred mcdowell germany blues 2022,0.159,-1
A5200,B64837,Madonna,Like a Prayer,Mara Lakour,Inhale,madonna like a prayer 1989,mara lakour inhale 2019,0.385,-1
A9151,B81856,Santigold,Unstoppable,Savage,Vanity,santigold unstoppable 2008,savage vanity 2023,0.308,-1
A7239,B50785,Mariah Carey,Vision of Love,Matthew Greif,Guitar Talks: No. 1 - Funk in E,mariah carey vision of love 1990,matthew greif guitar talks: no. 1 - funk in e 1996,0.32,-1
A4479,B454,Chicago,We Can Last Forever,Christmas Hits,Little drummer boy,chicago we can last forever 1988,christmas hits little drummer boy 2018,0.263,-1
A4060,B24131,Jana Kramer,Why Ya Wanna,Jane Ira Bloom,Out of This World,jana kramer why ya wanna 2012,jane ira bloom out of this world 2013,0.378,-1
A54,B18626,Jason Derulo,Ridin' Solo,Jarvis Smith,Nobody like you (feat. lowell Pye),jason derulo ridin' solo 2010,jarvis smith nobody like you (feat. lowell pye) 2014,0.269,-1
A2154,B59596,Meghan Trainor,What If I,Merle Kilgore,It's All Over Now,meghan trainor what if i 2015,merle kilgore it's all over now 2017,0.306,-1
A1250,B46283,Michael Jackson,Man In the Mirror,Michael Jackson,Man in the Mirror,michael jackson man in the mirror 1987,michael jackson man in the mirror 1987,1.0,1
A1894,B52154,Christina Aguilera,Dirrty (feat. Redman),Chill Aguilar,It's All Yours,christina aguilera dirrty (feat. redman) 2002,chill aguilar it's all yours 2017,0.4,-1
A9041,B99285,Bread,Sweet Surrender,Bruford,"Age Of Information (Live, The Venue, London)",bread sweet surrender 1972,"bruford age of information (live, the venue, london) 2020",0.211,-1
A6165,B28974,Kenny Chesney,What I Need to Do,KETTAMA,Higher (Steel City Power House) (Edit),kenny chesney what i need to do 1999,kettama higher (steel city power house) (edit) 2021,0.275,-1
A5390,B93050,Cole Swindell,Get Up,Converge,Locust Reign (Redux),cole swindell get up 2014,converge locust reign (redux) 2022,0.294,-1
A5031,B76231,Martina McBride,I Just Call You Mine,Marc Z,Caught in a Dream (Zed's Radio Mix),martina mcbride i just call you mine 2009,marc z caught in a dream (zed's radio mix) 2014,0.298,-1
A895,B56460,Madonna,Like a Prayer,Magik Brothers,Slowly but Surley,madonna like a prayer 1989,magik brothers slowly but surley 2008,0.243,-1
A3334,B54717,Metallica,The God That Failed,Meditation Music Masters,Divine Energy,metallica the god that failed 1991,meditation music masters divine energy 2020,0.256,-1
A4654,B7977,Michelle Branch,Breathe,Mickey Newbury,Heaven Help the Child,michelle branch breathe 2003,mickey newbury heaven help the child 2011,0.39,-1
A2052,B95278,Mat Kearney,Closer to Love,Marcia Barrett,Seeing Is Believing,mat kearney closer to love 2009,marcia barrett seeing is believing 2021,0.333,-1
A6059,B94814,Madonna,Frozen,Mario Adnet,Lamento de Preto Velho,madonna frozen 1998,mario adnet lamento de preto velho 2014,0.256,-1
A3740,B51564,Daughtry,What About Now,Daniel Weirdo,Energy (Patrick Scuro & Daniel Weirdo Remix),daughtry what about now 2006,daniel weirdo energy (patrick scuro & daniel weirdo remix) 2023,0.238,-1
A5551,B85424,Jazmine Sullivan,Need U Bad,Janne Lucas,Lesson One,jazmine sullivan need u bad 2008,janne lucas lesson one 2006,0.438,-1
A5551,B22585,Jazmine Sullivan,Need U Bad,JayCandy,Always Lit,jazmine sullivan need u bad 2008,jaycandy always lit 2024,0.281,-1
A9351,B31935,Mariah Carey,Vision of Love,Maureen McGovern,I Will Arise,mariah carey vision of love 1990,maureen mcgovern i will arise 2018,0.265,-1
A4516,B13883,Vampire Weekend,Hudson,Valdeir procópio na pegada do forró,Cowboy Chora (Cover),vampire weekend hudson 2013,valdeir procópio na pegada do forró cowboy chora (cover) 2024,0.213,-1
A5810,B37867,The Archies,"Sugar, Sugar",The Jam,In The Midnight Hour,"the archies sugar, sugar 1969",the jam in the midnight hour 1997,0.303,-1
A9118,B81521,The Beach Boys,"Dance, Dance, Dance",The Arcadian Wild,Spring: Wake,"the beach boys dance, dance, dance 1965",the arcadian wild spring: wake 2021,0.282,-1
A8177,B88707,Miranda Lambert,Use My Heart,Michel Jonasz,"Tristesse (Live au Casino de Paris, 2013)",miranda lambert use my heart 2016,"michel jonasz tristesse (live au casino de paris, 2013) 2013",0.267,-1
A8177,B15445,Miranda Lambert,Use My Heart,Mike O'Donnell,Little Engines,miranda lambert use my heart 2016,mike o'donnell little engines 2022,0.206,-1
A9578,B8994,Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),Sia,You're Never Fully Dressed Without a Smile (2014 Film Version),sia you're never fully dressed without a smile (2014 film version) 2014,sia you're never fully dressed without a smile (2014 film version) 2014,1.0,1
A7271,B34988,Blake Shelton,I Lived It,Black Stone Cherry,Out Of Pocket,blake shelton i lived it 2017,black stone cherry out of pocket 2023,0.351,-1
A1478,B47478,Carrie Underwood,Little Toy Guns,Calum Bowen,"Desert Race, Co-Op 3",carrie underwood little toy guns 2014,"calum bowen desert race, co-op 3 2019",0.243,-1
A3678,B44746,Big Time Rush,Windows Down,Billy Edd Wheeler,Ode To The Little Brown Shack Out Back,big time rush windows down 2012,billy edd wheeler ode to the little brown shack out back 2011,0.262,-1
A2219,B77845,Billy Joel,And So It Goes,Binum,Anthem 2010 (feat. MC Linez) (feat. MC Linez),billy joel and so it goes 1989,binum anthem 2010 (feat. mc linez) (feat. mc linez) 2010,0.232,-1
A2185,B56493,Billy Joel,And So It Goes,Big Pound,Living Dunb Way (feat. Vogotit),billy joel and so it goes 1989,big pound living dunb way (feat. vogotit) 2022,0.261,-1
A7271,B35156,Blake Shelton,I Lived It,Blancarte,Zodiaco,blake shelton i lived it 2017,blancarte zodiaco 2022,0.31,-1
A6059,B22035,Madonna,Frozen,Mac Dre,Stupid (Part 1),madonna frozen 1998,mac dre stupid (part 1) 2004,0.214,-1
A925,B49346,Miley Cyrus,Flowers,Miley Cyrus,Flowers,miley cyrus flowers 2023,miley cyrus flowers 2023,1.0,1
A3737,B38143,Daryl Hall & John Oates,Did It In a Minute,Dapayk & Padberg,Silent Fireworks (Dapayk Remix),daryl hall & john oates did it in a minute 1981,dapayk & padberg silent fireworks (dapayk remix) 2014,0.226,-1
A8715,B90123,Luke Bryan,All My Friends Say,Lul Trill,Suffer In Silence,luke bryan all my friends say 2007,lul trill suffer in silence 2021,0.324,-1
A4479,B60667,Chicago,We Can Last Forever,Chicago,We Can Last Forever,chicago we can last forever 1988,chicago we can last forever 2002,0.875,1
A4819,B5858,Paramore,Future,Paramore,Future,paramore future 2013,paramore future 2013,1.0,1
A5031,B9506,Martina McBride,I Just Call You Mine,Manuel Morgenthal,Londonderry Air,martina mcbride i just call you mine 2009,manuel morgenthal londonderry air 2013,0.244,-1
A5810,B42630,The Archies,"Sugar, Sugar",The Hawks,Clouds of Darkness,"the archies sugar, sugar 1969",the hawks clouds of darkness 1991,0.333,-1
A7794,B61611,LINKIN PARK,Figure.09,Lingokids,Please and Thank You,linkin park figure.09 2003,lingokids please and thank you 2022,0.343,-1
A5771,B89553,The Archies,"Sugar, Sugar",The Duhks,Suffer No Fools,"the archies sugar, sugar 1969",the duhks suffer no fools 2014,0.333,-1
A3806,B51066,Billy Idol,Rebel Yell,Biffy Clyro,People,billy idol rebel yell 1983,biffy clyro people 2016,0.308,-1
A9275,B53596,Lin-Manuel Miranda,Almost Like Praying (feat. Artists for Puerto Rico),Little Texas,Living In a Bullseye,lin-manuel miranda almost like praying (feat. artists for puerto rico) 2017,little texas living in a bullseye 2020,0.267,-1
A544,B33797,Panic! At the Disco,This Is Gospel,Papichulo Bangger,Really Flipping (feat. Nizzy Zwop & Money Bagz),panic! at the disco this is gospel 2013,papichulo bangger really flipping (feat. nizzy zwop & money bagz) 2017,0.271,-1
A54,B78081,Jason Derulo,Ridin' Solo,Jaco Joubert,Livin' On Love,jason derulo ridin' solo 2010,jaco joubert livin' on love 2021,0.438,-1
A5031,B15264,Martina McBride,I Just Call You Mine,Macky Gee,Let It Shine (VIP) (feat. Youngman),martina mcbride i just call you mine 2009,macky gee let it shine (vip) (feat. youngman) 2017,0.34,-1
A9041,B75859,Bread,Sweet Surrender,Broken Social Scene,All To All,bread sweet surrender 1972,broken social scene all to all 2010,0.257,-1
A1250,B88970,Michael Jackson,Man In the Mirror,Michael Angelo,Hearts Unspoken (Nolans Stenemberg Remix) (feat. Melissa Loretta),michael jackson man in the mirror 1987,michael angelo hearts unspoken (nolans stenemberg remix) (feat. melissa loretta) 2012,0.294,-1
A5390,B21362,Cole Swindell,Get Up,Commander Cody and His Lost Planet Airmen,Sunset on the Sage (Live),cole swindell get up 2014,commander cody and his lost planet airmen sunset on the sage (live) 2021,0.208,-1
